HotelName,BusinessDateCaption,BusinessDateVal,PrintedCaption,PrintedValue,FiltersValue,DueOutCap,DueOutVal,QuestionableCap,QuestionableVal,OccupiedCleanCap,OccupiedCleanVal,VacantCleanVal,VacantCleanCap,CleanVal,CleanCap,DirtyVal,DirtyCap,MaintenanceVal,MaintenanceCap,VacantVal,VacantCap,OccupiedCap,OccupiedVal,roomCaptionTextBox,roomTypeCaptionTextBox,fDStatusCaptionTextBox,hskStatusCaptionTextBox,adultsCaptionTextBox,dueOutCaptionTextBox,textBox1,textBox3,TotalRoomsCap,TotalRoomsVal,roomTypeDataTextBox,fDStatusDataTextBox,adultsDataTextBox,dueOutDataTextBox,roomDataTextBox,hskStatusDataTextBox,textBox2,textBox4
University Inn,Business Date:,"Thursday, January 15, 2026",Printed Date:,"Thursday, January 15, 2026 5:49:53 PM","Front Desk: Vacant, Out of Order, Occupied Housekeeping: Clean/Vacant, Clean/Occupied, inspect, Dirty",Due Out:,0,inspect:,0,Occupied/Clean:,12,59,Vacant/Clean:,71,Clean:,3,Dirty:,2,Out of Order:,60,Vacant:,Occupied:,12,Room #,Room Type,Front Desk Status,Housekeeping Status,Adults,Due Out,Stay Desc.,Housekeeping Plan,Total Rooms:,74,,,,= StringValforBool(Fields.DueOut),,,,
