Total rows,Unique rooms,HSK status changes (count),HSK status changes (rate),Date parse success rate,Generated at,Source CSV
692,50,393,0.5679,1.0,2026-01-14 20:45:36,C:\Users\A02390324\Downloads\Room Rotation\Housekeeping Change Log.csv
